Time,Engine Coolant Temperature [°C],Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature [°C],Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [°C],Accelerator Pedal Position D [%],Accelerator Pedal Position E [%],,,problem_flag
34:31.4,29,107,1036,29,1,18.72,83.5,-2,14.1,14.5,,,0
34:31.5,29,107,1036,29,0,18.72,83.5,-2,14.1,14.5,,,0
34:31.5,29,107,1036,29,0,18.86,83.5,-2,14.1,14.5,,,0
34:31.6,29,107,1036,29,0,18.86,83.5,-2,14.1,14.5,,,0
34:31.7,29,107,1036,29,0,18.86,83.5,-2,14.1,14.5,,,0
34:31.8,29,107,1036,29,0,18.86,83.5,-2,14.1,14.5,,,0
34:31.9,29,107,1036,29,0,18.86,83.5,-2,14.1,14.5,,,0
34:32.0,29,107,1036,29,0,18.86,83.5,-2,14.1,14.5,,,0
34:32.1,29,107,1036,29,0,18.86,83.5,-2,14.1,14.5,,,0
34:32.1,29,107,1040,29,0,18.86,83.5,-2,14.1,14.5,,,0
34:32.2,29,107,1040,30,0,18.86,83.5,-2,14.1,14.5,,,0
34:32.3,29,107,1040,30,1,18.86,83.5,-2,14.1,14.5,,,0
34:32.3,29,107,1040,30,1,19.13,83.5,-2,14.1,14.5,,,0
34:32.4,29,107,1040,30,1,19.13,83.5,-2,14.1,14.5,,,0
34:32.5,29,107,1040,30,1,19.13,83.5,-2,14.1,14.5,,,0
34:32.6,29,107,1040,30,1,19.13,83.5,-2,14.1,14.5,,,0
34:32.7,29,107,1040,30,1,19.13,83.5,-2,14.1,14.5,,,0
34:32.7,29,107,1040,30,1,19.13,83.5,-2,14.1,14.5,,,0
34:32.8,29,107,1040,30,1,19.13,83.5,-2,14.1,14.5,,,0
34:32.9,29,107,1039,30,1,19.13,83.5,-2,14.1,14.5,,,0
34:33.0,29,107,1039,30,1,19.13,83.5,-2,14.1,14.5,,,0
34:33.0,29,107,1039,30,1,19.13,83.5,-2,14.1,14.5,,,0
34:33.1,29,107,1039,30,1,19.13,83.5,-2,14.1,14.5,,,0
34:33.2,29,107,1039,30,1,19.13,83.5,-2,14.1,14.5,,,0
34:33.3,29,107,1039,30,1,19.13,83.5,-2,14.1,14.5,,,0
34:33.3,29,107,1039,30,1,19.13,83.5,-2,14.1,14.5,,,0
34:33.4,29,107,1039,30,1,19.13,83.5,-2,14.1,14.5,,,0
34:33.5,29,107,1039,30,1,19.13,83.5,-2,14.1,14.5,,,0
34:33.5,29,107,1039,30,1,19.13,83.5,-2,14.1,14.5,,,0
34:33.6,29,107,1039,30,1,19.13,83.5,-2,14.1,14.5,,,0
34:33.7,29,107,1039,29,1,19.13,83.5,-2,14.1,14.5,,,0
34:33.8,29,107,1039,29,1,19.13,83.5,-2,14.1,14.5,,,0
34:33.9,29,107,1039,29,1,18.72,83.5,-2,14.1,14.5,,,0
34:33.9,29,107,1039,29,1,18.72,83.5,-2,14.1,14.5,,,0
34:34.0,29,107,1039,29,1,18.72,83.5,-2,14.1,14.5,,,0
34:34.1,29,107,1039,29,1,18.72,83.5,-2,14.5,14.5,,,0
34:34.1,29,107,1039,29,1,18.72,83.5,-2,14.5,14.5,,,0
34:34.2,29,107,1039,29,1,18.72,83.5,-2,14.5,14.5,,,0
34:34.3,29,107,1039,29,1,18.72,83.5,-2,14.5,14.5,,,0
34:34.4,29,107,1041,29,1,18.72,83.5,-2,14.5,14.5,,,0
34:34.5,29,107,1041,28,1,18.72,83.5,-2,14.5,14.5,,,0
34:34.5,29,107,1041,28,1,18.72,83.5,-2,14.5,14.5,,,0
34:34.6,29,107,1041,28,1,19.24,83.5,-2,14.5,14.5,,,0
34:34.7,29,107,1041,28,1,19.24,83.5,-2,14.5,14.5,,,0
34:34.7,29,107,1041,28,1,19.24,83.5,-2,14.5,14.5,,,0
34:34.8,29,107,1041,28,1,19.24,83.5,-2,14.1,14.5,,,0
34:34.9,29,107,1041,28,1,19.24,83.5,-2,14.1,14.1,,,0
34:35.0,29,107,1041,28,1,19.24,83.5,-2,14.1,14.1,,,0
34:35.1,29,107,1041,28,1,19.24,83.5,-2,14.1,14.1,,,0
34:35.1,29,107,1038,28,1,19.24,83.5,-2,14.1,14.1,,,0
34:35.2,29,107,1038,26,1,19.24,83.5,-2,14.1,14.1,,,0
34:35.3,29,107,1038,26,1,19.24,83.5,-2,14.1,14.1,,,0
34:35.4,29,107,1038,26,1,18.99,83.5,-2,14.1,14.1,,,0
34:35.4,29,107,1038,26,1,18.99,83.5,-2,14.1,14.1,,,0
34:35.5,29,107,1038,26,1,18.99,83.5,-2,14.1,14.1,,,0
34:35.6,29,107,1038,26,1,18.99,83.5,-2,14.5,14.1,,,0
34:35.7,29,107,1038,26,1,18.99,83.5,-2,14.5,14.5,,,0
34:35.7,29,107,1038,26,1,18.99,83.5,-2,14.5,14.5,,,0
34:35.8,29,107,1038,26,1,18.99,83.5,-2,14.5,14.5,,,0
34:35.9,29,107,1036,26,1,18.99,83.5,-2,14.5,14.5,,,0
34:36.0,29,107,1036,24,1,18.99,83.5,-2,14.5,14.5,,,0
34:36.1,29,107,1036,24,1,18.99,83.5,-2,14.5,14.5,,,0
34:36.2,29,107,1036,24,1,18.97,83.5,-2,14.5,14.5,,,0
34:36.2,29,107,1036,24,1,18.97,83.5,-2,14.5,14.5,,,0
34:36.3,29,107,1036,24,1,18.97,83.5,-2,14.5,14.5,,,0
34:36.4,29,107,1036,24,1,18.97,83.5,-2,14.1,14.5,,,0
34:36.5,29,107,1036,24,1,18.97,83.5,-2,14.1,14.5,,,0
34:36.5,29,107,1036,24,1,18.97,83.5,-2,14.1,14.5,,,0
34:36.6,29,107,1036,24,1,18.97,83.5,-2,14.1,14.5,,,0
34:36.7,29,107,1037,24,1,18.97,83.5,-2,14.1,14.5,,,0
34:36.8,29,107,1037,22,1,18.97,83.5,-2,14.1,14.5,,,0
34:36.8,29,107,1037,22,1,18.97,83.5,-2,14.1,14.5,,,0
34:36.9,29,107,1037,22,1,18.72,83.5,-2,14.1,14.5,,,0
34:37.0,29,107,1037,22,1,18.72,83.5,-2,14.1,14.5,,,0
34:37.1,29,107,1037,22,1,18.72,83.5,-2,14.1,14.5,,,0
34:37.1,29,107,1037,22,1,18.72,83.5,-2,14.1,14.5,,,0
34:37.2,29,107,1037,22,1,18.72,83.5,-2,14.1,14.5,,,0
34:37.3,30,107,1037,22,1,18.72,83.5,-2,14.1,14.5,,,0
34:37.4,30,107,1037,22,1,18.72,83.5,-2,14.1,14.5,,,0
34:37.4,30,107,1040,22,1,18.72,83.5,-2,14.1,14.5,,,0
34:37.5,30,107,1040,20,1,18.72,83.5,-2,14.1,14.5,,,0
34:37.6,30,107,1040,20,1,18.72,83.5,-2,14.1,14.5,,,0
34:37.7,30,107,1040,20,1,18.99,83.5,-2,14.1,14.5,,,0
34:37.8,30,107,1040,20,1,18.99,83.5,-2,14.1,14.5,,,0
34:37.8,30,107,1040,20,1,18.99,83.5,-2,14.1,14.5,,,0
34:37.9,30,107,1040,20,1,18.99,83.5,-2,14.1,14.5,,,0
34:38.0,30,107,1040,20,1,18.99,83.5,-2,14.1,14.5,,,0
34:38.1,30,107,1040,20,1,18.99,83.5,-2,14.1,14.5,,,0
34:38.1,30,107,1040,20,1,18.99,83.5,-2,14.1,14.5,,,0
34:38.2,30,107,1038,20,1,18.99,83.5,-2,14.1,14.5,,,0
34:38.3,30,107,1038,18,1,18.99,83.5,-2,14.1,14.5,,,0
34:38.3,30,107,1038,18,1,18.99,83.5,-2,14.1,14.5,,,0
34:38.4,30,107,1038,18,1,18.86,83.5,-2,14.1,14.5,,,0
34:38.5,30,107,1038,18,1,18.86,83.5,-2,14.1,14.5,,,0
34:38.6,30,107,1038,18,1,18.86,83.5,-2,14.1,14.5,,,0
34:38.6,30,107,1038,18,1,18.86,83.5,-2,14.1,14.5,,,0
34:38.7,30,107,1038,18,1,18.86,83.5,-2,14.1,14.5,,,0
34:38.8,30,107,1038,18,1,18.86,83.5,-2,14.1,14.5,,,0
34:38.9,30,107,1038,18,1,18.86,83.5,-2,14.1,14.5,,,0
34:38.9,30,107,1039,18,1,18.86,83.5,-2,14.1,14.5,,,0
34:39.0,30,107,1039,14,1,18.86,83.5,-2,14.1,14.5,,,0
34:39.1,30,107,1039,14,1,18.86,83.5,-2,14.1,14.5,,,0
34:39.2,30,107,1039,14,1,18.91,83.5,-2,14.1,14.5,,,0
34:39.2,30,107,1039,14,1,18.91,83.5,-2,14.1,14.5,,,0
34:39.3,30,107,1039,14,1,18.91,83.5,-2,14.1,14.5,,,0
34:39.4,30,107,1039,14,1,18.91,83.5,-2,14.1,14.5,,,0
34:39.5,30,107,1039,14,1,18.91,83.5,-2,14.1,14.5,,,0
34:39.5,30,107,1039,14,1,18.91,83.5,-2,14.1,14.5,,,0
34:39.6,30,107,1039,14,1,18.91,83.5,-2,14.1,14.5,,,0
34:39.7,30,107,1038,14,1,18.91,83.5,-2,14.1,14.5,,,0
34:39.8,30,107,1038,9,1,18.91,83.5,-2,14.1,14.5,,,0
34:39.8,30,107,1038,9,1,18.91,83.5,-2,14.1,14.5,,,0
34:39.9,30,107,1038,9,1,18.94,83.5,-2,14.1,14.5,,,0
34:40.0,30,107,1038,9,1,18.94,83.5,-2,14.1,14.5,,,0
34:40.1,30,107,1038,9,1,18.94,83.5,-2,14.1,14.5,,,0
34:40.1,30,107,1038,9,1,18.94,83.5,-2,14.1,14.5,,,0
34:40.2,30,107,1038,9,1,18.94,83.5,-2,14.1,14.5,,,0
34:40.3,30,107,1038,9,1,18.94,83.5,-2,14.1,14.5,,,0
34:40.4,30,107,1038,9,1,18.94,83.5,-2,14.1,14.5,,,0
34:40.4,30,107,1039,9,1,18.94,83.5,-2,14.1,14.5,,,0
34:40.5,30,107,1039,6,1,18.94,83.5,-2,14.1,14.5,,,0
34:40.6,30,107,1039,6,1,18.94,83.5,-2,14.1,14.5,,,0
34:40.7,30,107,1039,6,1,18.86,83.5,-2,14.1,14.5,,,0
34:40.7,30,107,1039,6,1,18.86,83.5,-2,14.1,14.5,,,0
34:40.8,30,107,1039,6,1,18.86,83.5,-2,14.1,14.5,,,0
34:40.9,30,107,1039,6,1,18.86,83.5,-2,14.1,14.5,,,0
34:41.0,30,107,1039,6,1,18.86,83.5,-2,14.1,14.5,,,0
34:41.0,30,107,1039,6,1,18.86,83.5,-2,14.1,14.5,,,0
34:41.1,30,107,1039,6,1,18.86,83.5,-2,14.1,14.5,,,0
34:41.2,30,107,1041,6,1,18.86,83.5,-2,14.1,14.5,,,0
34:41.3,30,107,1041,6,1,18.86,83.5,-2,14.1,14.5,,,0
34:41.3,30,107,1041,6,1,18.86,83.5,-2,14.1,14.5,,,0
34:41.4,30,107,1041,6,1,18.83,83.5,-2,14.1,14.5,,,0
34:41.5,30,107,1041,6,1,18.83,83.5,-2,14.1,14.5,,,0
34:41.6,30,107,1041,6,1,18.83,83.5,-2,14.1,14.5,,,0
34:41.7,30,107,1041,6,1,18.83,83.5,-2,14.1,14.5,,,0
34:41.7,30,107,1041,6,1,18.83,83.5,-2,14.1,14.5,,,0
34:41.8,30,107,1041,6,1,18.83,83.5,-2,14.1,14.5,,,0
34:41.9,30,107,1041,6,1,18.83,83.5,-2,14.1,14.5,,,0
34:41.9,30,107,1039,6,1,18.83,83.5,-2,14.1,14.5,,,0
34:42.0,30,107,1039,5,1,18.83,83.5,-2,14.1,14.5,,,0
34:42.1,30,107,1039,5,1,18.83,83.5,-2,14.1,14.5,,,0
34:42.2,30,107,1039,5,1,18.99,83.5,-2,14.1,14.5,,,0
34:42.2,30,107,1039,5,1,18.99,83.5,-2,14.1,14.5,,,0
34:42.3,30,107,1039,5,1,18.99,83.5,-2,14.1,14.5,,,0
34:42.4,30,107,1039,5,1,18.99,83.5,-2,14.1,14.5,,,0
34:42.5,30,107,1039,5,1,18.99,83.5,-2,14.1,14.5,,,0
34:42.6,30,107,1039,5,1,18.99,83.5,-2,14.1,14.5,,,0
34:42.6,30,107,1039,5,1,18.99,83.5,-2,14.1,14.5,,,0
34:42.7,30,107,1043,5,1,18.99,83.5,-2,14.1,14.5,,,0
34:42.8,30,107,1043,3,1,18.99,83.5,-2,14.1,14.5,,,0
34:42.8,30,107,1043,3,1,18.99,83.5,-2,14.1,14.5,,,0
34:42.9,30,107,1043,3,1,18.88,83.5,-2,14.1,14.5,,,0
34:43.0,30,107,1043,3,1,18.88,83.5,-2,14.1,14.5,,,0
34:43.1,30,107,1043,3,1,18.88,83.5,-2,14.1,14.5,,,0
34:43.1,30,107,1043,3,1,18.88,83.5,-2,14.1,14.5,,,0
34:43.2,30,107,1043,3,1,18.88,83.5,-2,14.1,14.5,,,0
34:43.3,30,107,1043,3,1,18.88,83.5,-2,14.1,14.5,,,0
34:43.4,30,107,1043,3,1,18.88,83.5,-2,14.1,14.5,,,0
34:43.5,30,107,1041,3,1,18.88,83.5,-2,14.1,14.5,,,0
34:43.5,30,107,1041,1,1,18.88,83.5,-2,14.1,14.5,,,0
34:43.6,30,107,1041,1,1,18.88,83.5,-2,14.1,14.5,,,0
34:43.7,30,107,1041,1,1,18.91,83.5,-2,14.1,14.5,,,0
34:43.7,30,107,1041,1,1,18.91,83.5,-2,14.1,14.5,,,0
34:43.8,30,107,1041,1,1,18.91,83.5,-2,14.1,14.5,,,0
34:43.9,30,107,1041,1,1,18.91,83.5,-2,14.1,14.5,,,0
34:44.0,30,107,1041,1,1,18.91,83.5,-2,14.1,14.5,,,0
34:44.1,30,107,1041,1,1,18.91,83.5,-2,14.1,14.5,,,0
34:44.2,30,107,1041,1,1,18.91,83.5,-2,14.1,14.5,,,0
34:44.3,30,107,1041,1,1,18.91,83.5,-2,14.1,14.5,,,0
34:44.3,30,107,1041,0,1,18.91,83.5,-2,14.1,14.5,,,0
34:44.4,30,107,1041,0,1,18.91,83.5,-2,14.1,14.5,,,0
34:44.5,30,107,1041,0,1,18.94,83.5,-2,14.1,14.5,,,0
34:44.6,30,107,1041,0,1,18.94,83.5,-2,14.1,14.5,,,0
34:44.7,30,107,1041,0,1,18.94,83.5,-2,14.1,14.5,,,0
34:44.8,30,107,1041,0,1,18.94,83.5,-2,14.1,14.5,,,0
34:44.9,30,107,1041,0,1,18.94,83.5,-2,14.1,14.5,,,0
34:45.0,30,107,1041,0,1,18.94,83.5,-2,14.1,14.5,,,0
34:45.0,30,107,1041,0,1,18.94,83.5,-2,14.1,14.5,,,0
34:45.1,30,107,1042,0,1,18.94,83.5,-2,14.1,14.5,,,0
34:45.2,30,107,1042,0,1,18.94,83.5,-2,14.1,14.5,,,0
34:45.3,30,107,1042,0,1,18.94,83.5,-2,14.1,14.5,,,0
34:45.3,30,107,1042,0,1,18.77,83.5,-2,14.1,14.5,,,0
34:45.4,30,107,1042,0,1,18.77,83.5,-2,14.1,14.5,,,0
34:45.5,30,107,1042,0,1,18.77,83.5,-2,14.1,14.5,,,0
34:45.6,30,107,1042,0,1,18.77,83.5,-2,14.5,14.5,,,0
34:45.6,30,107,1042,0,1,18.77,83.5,-2,14.5,14.5,,,0
34:45.7,30,107,1042,0,1,18.77,83.5,-2,14.5,14.5,,,0
34:45.8,30,107,1042,0,1,18.77,83.5,-2,14.5,14.5,,,0
34:45.9,30,107,1026,0,1,18.77,83.5,-2,14.5,14.5,,,0
34:45.9,30,107,1026,1,1,18.77,83.5,-2,14.5,14.5,,,0
34:46.0,30,107,1026,1,1,18.77,83.5,-2,14.5,14.5,,,0
34:46.1,30,107,1026,1,1,18.49,83.5,-2,14.5,14.5,,,0
34:46.2,30,107,1026,1,1,18.49,83.5,-2,14.5,14.5,,,0
34:46.2,30,107,1026,1,1,18.49,83.5,-2,14.5,14.5,,,0
34:46.3,30,107,1026,1,1,18.49,83.5,-2,14.5,14.5,,,0
34:46.4,30,107,1026,1,1,18.49,83.5,-2,14.5,14.5,,,0
34:46.5,30,107,1026,1,1,18.49,83.5,-2,14.5,14.5,,,0
34:46.5,30,107,1026,1,1,18.49,83.5,-2,14.5,14.5,,,0
34:46.6,30,107,1015,1,1,18.49,83.5,-2,14.5,14.5,,,0
34:46.7,30,107,1015,1,1,18.49,83.5,-2,14.5,14.5,,,0
34:46.8,30,107,1015,1,1,18.49,83.5,-2,14.5,14.5,,,0
34:46.8,30,107,1015,1,1,18.27,83.5,-2,14.5,14.5,,,0
34:46.9,30,107,1015,1,1,18.27,83.5,-2,14.5,14.5,,,0
34:47.0,30,107,1015,1,1,18.27,83.5,-2,14.5,14.5,,,0
34:47.1,30,107,1015,1,1,18.27,83.5,-2,14.5,14.5,,,0
34:47.1,30,107,1015,1,1,18.27,83.5,-2,14.5,14.5,,,0
34:47.2,30,107,1015,1,1,18.27,83.5,-2,14.5,14.5,,,0
34:47.3,30,107,1015,1,1,18.27,83.5,-2,14.5,14.5,,,0
34:47.4,30,107,987,1,1,18.27,83.5,-2,14.5,14.5,,,0
34:47.4,30,107,987,3,1,18.27,83.5,-2,14.5,14.5,,,0
34:47.5,30,107,987,3,1,18.27,83.5,-2,14.5,14.5,,,0
34:47.6,30,107,987,3,1,17.99,83.5,-2,14.5,14.5,,,0
34:47.7,30,107,987,3,1,17.99,83.5,-2,14.5,14.5,,,0
34:47.7,30,107,987,3,1,17.99,83.5,-2,14.5,14.5,,,0
34:47.8,30,107,987,3,1,17.99,83.5,-2,14.5,14.5,,,0
34:47.9,30,107,987,3,1,17.99,83.5,-2,14.5,14.1,,,0
34:48.0,30,107,987,3,1,17.99,83.5,-2,14.5,14.1,,,0
34:48.0,30,108,987,3,1,17.99,83.5,-2,14.5,14.1,,,0
34:48.1,30,108,981,3,1,17.99,83.5,-2,14.5,14.1,,,0
34:48.2,30,108,981,5,1,17.99,83.5,-2,14.5,14.1,,,0
34:48.3,30,108,981,5,1,17.99,83.5,-2,14.5,14.1,,,0
34:48.3,30,108,981,5,1,17.77,83.5,-2,14.5,14.1,,,0
34:48.4,30,108,981,5,1,17.77,83.5,-2,14.5,14.1,,,0
34:48.5,30,108,981,5,1,17.77,83.5,-2,14.5,14.1,,,0
34:48.6,30,108,981,5,1,17.77,83.5,-2,14.9,14.1,,,0
34:48.6,30,108,981,5,1,17.77,83.5,-2,14.9,14.9,,,0
34:48.7,30,108,981,5,1,17.77,83.5,-2,14.9,14.9,,,0
34:48.8,30,108,981,5,1,17.77,83.5,-2,14.9,14.9,,,0
34:48.9,30,108,1079,5,1,17.77,83.5,-2,14.9,14.9,,,0
34:48.9,30,108,1079,9,1,17.77,83.5,-2,14.9,14.9,,,0
34:49.0,30,108,1079,9,1,17.77,83.5,-2,14.9,14.9,,,0
34:49.1,30,108,1079,9,1,21.44,83.5,-2,14.9,14.9,,,0
34:49.2,30,108,1079,9,1,21.44,83.5,-2,14.9,14.9,,,0
34:49.2,30,108,1079,9,1,21.44,83.5,-2,14.9,14.9,,,0
34:49.3,30,108,1079,9,1,21.44,83.5,-2,32.5,14.9,,,0
34:49.4,30,108,1079,9,1,21.44,83.5,-2,32.5,36.5,,,0
34:49.5,30,108,1079,9,1,21.44,83.5,-2,32.5,36.5,,,0
34:49.6,30,110,1079,9,1,21.44,83.5,-2,32.5,36.5,,,0
34:49.7,30,110,1600,9,1,21.44,83.5,-2,32.5,36.5,,,0
34:49.8,30,110,1600,13,1,21.44,83.5,-2,32.5,36.5,,,0
34:49.8,30,110,1600,13,2,21.44,83.5,-2,32.5,36.5,,,0
34:49.9,30,110,1600,13,2,37.19,83.5,-2,32.5,36.5,,,0
34:50.0,30,110,1600,13,2,37.19,83.5,-2,32.5,36.5,,,0
34:50.1,30,110,1600,13,2,37.19,83.5,-2,32.5,36.5,,,0
34:50.1,30,110,1600,13,2,37.19,83.5,-2,44.3,36.5,,,0
34:50.2,30,110,1600,13,2,37.19,83.5,-2,44.3,44.7,,,0
34:50.3,30,110,1600,13,2,37.19,83.5,-2,44.3,44.7,,,0
34:50.4,30,145,1600,13,2,37.19,83.5,-2,44.3,44.7,,,0
34:50.4,30,145,2166,13,2,37.19,83.5,-2,44.3,44.7,,,0
34:50.5,30,145,2166,19,2,37.19,83.5,-2,44.3,44.7,,,0
34:50.6,30,145,2166,19,5,37.19,83.5,-2,44.3,44.7,,,0
34:50.7,30,145,2166,19,5,51.74,83.5,-2,44.3,44.7,,,0
34:50.7,30,145,2166,19,5,51.74,37.6,-2,44.3,44.7,,,0
34:50.8,30,145,2166,19,5,51.74,37.6,-2,44.3,44.7,,,0
34:50.9,30,145,2166,19,5,51.74,37.6,-2,14.1,44.7,,,0
34:51.0,30,145,2166,19,5,51.74,37.6,-2,14.1,14.5,,,0
34:51.1,30,145,2166,19,5,51.74,37.6,-2,14.1,14.5,,,0
34:51.2,30,101,2166,19,5,51.74,37.6,-2,14.1,14.5,,,0
34:51.3,30,101,1370,19,5,51.74,37.6,-2,14.1,14.5,,,0
34:51.3,30,101,1370,20,5,51.74,37.6,-2,14.1,14.5,,,0
34:51.4,30,101,1370,20,5,51.74,37.6,-2,14.1,14.5,,,0
34:51.5,30,101,1370,20,5,24.47,37.6,-2,14.1,14.5,,,0
34:51.6,30,101,1370,20,5,24.47,80.8,-2,14.1,14.5,,,0
34:51.6,30,101,1370,20,5,24.47,80.8,-2,14.1,14.5,,,0
34:51.7,30,101,1370,20,5,24.47,80.8,-2,49.4,14.5,,,0
34:51.8,30,101,1370,20,5,24.47,80.8,-2,49.4,53.3,,,0
34:51.9,30,101,1370,20,5,24.47,80.8,-2,49.4,53.3,,,0
34:51.9,30,123,1370,20,5,24.47,80.8,-2,49.4,53.3,,,0
34:52.0,30,123,1466,20,5,24.47,80.8,-2,49.4,53.3,,,0
34:52.1,30,123,1466,25,5,24.47,80.8,-2,49.4,53.3,,,0
34:52.2,30,123,1466,25,3,24.47,80.8,-2,49.4,53.3,,,0
34:52.2,30,123,1466,25,3,38.63,80.8,-2,49.4,53.3,,,0
34:52.3,30,123,1466,25,3,38.63,83.5,-2,49.4,53.3,,,0
34:52.4,30,123,1466,25,3,38.63,83.5,-2,49.4,53.3,,,0
34:52.5,30,123,1466,25,3,38.63,83.5,-2,56.9,53.3,,,0
34:52.5,30,123,1466,25,3,38.63,83.5,-2,56.9,57.3,,,0
34:52.6,30,123,1466,25,3,38.63,83.5,-2,56.9,57.3,,,0
34:52.7,30,183,1466,25,3,38.63,83.5,-2,56.9,57.3,,,0
34:52.8,30,183,1893,25,3,38.63,83.5,-2,56.9,57.3,,,0
34:52.8,30,183,1893,32,3,38.63,83.5,-2,56.9,57.3,,,0
34:52.9,30,183,1893,32,5,38.63,83.5,-2,56.9,57.3,,,0
34:53.0,30,183,1893,32,5,75.72,83.5,-2,56.9,57.3,,,0
34:53.1,30,183,1893,32,5,75.72,83.5,-2,56.9,57.3,,,0
34:53.1,30,183,1893,32,5,75.72,83.5,-2,56.9,57.3,,,0
34:53.2,30,183,1893,32,5,75.72,83.5,-2,53.3,57.3,,,0
34:53.3,30,183,1893,32,5,75.72,83.5,-2,53.3,52.9,,,0
34:53.4,30,183,1893,32,5,75.72,83.5,-2,53.3,52.9,,,0
34:53.4,30,205,1893,32,5,75.72,83.5,-2,53.3,52.9,,,0
34:53.5,30,205,2349,32,5,75.72,83.5,-2,53.3,52.9,,,0
34:53.6,30,205,2349,41,5,75.72,83.5,-2,53.3,52.9,,,0
34:53.7,30,205,2349,41,7,75.72,83.5,-2,53.3,52.9,,,0
34:53.7,30,205,2349,41,7,82.66,83.5,-2,53.3,52.9,,,0
34:53.8,30,205,2349,41,7,82.66,83.5,-2,53.3,52.9,,,0
34:53.9,30,205,2349,41,7,82.66,83.5,-2,53.3,52.9,,,0
34:54.0,30,205,2349,41,7,82.66,83.5,-2,14.1,52.9,,,0
34:54.0,30,205,2349,41,7,82.66,83.5,-2,14.1,14.5,,,0
34:54.1,30,205,2349,41,7,82.66,83.5,-2,14.1,14.5,,,0
34:54.2,30,106,2349,41,7,82.66,83.5,-2,14.1,14.5,,,0
34:54.3,30,106,1961,41,7,82.66,83.5,-2,14.1,14.5,,,0
34:54.3,30,106,1961,43,7,82.66,83.5,-2,14.1,14.5,,,0
34:54.4,30,106,1961,43,7,82.66,83.5,-2,14.1,14.5,,,0
34:54.5,30,106,1961,43,7,29.61,83.5,-2,14.1,14.5,,,0
34:54.6,30,106,1961,43,7,29.61,31,-2,14.1,14.5,,,0
34:54.6,30,106,1961,43,7,29.61,31,-2,14.1,14.5,,,0
34:54.7,30,106,1961,43,7,29.61,31,-2,43.5,14.5,,,0
34:54.8,30,106,1961,43,7,29.61,31,-2,43.5,47.5,,,0
34:54.9,30,106,1961,43,7,29.61,31,-2,43.5,47.5,,,0
34:54.9,30,110,1961,43,7,29.61,31,-2,43.5,47.5,,,0
34:55.0,30,110,1630,43,7,29.61,31,-2,43.5,47.5,,,0
34:55.1,30,110,1630,44,7,29.61,31,-2,43.5,47.5,,,0
34:55.2,30,110,1630,44,4,29.61,31,-2,43.5,47.5,,,0
34:55.2,30,110,1630,44,4,38.44,31,-2,43.5,47.5,,,0
34:55.3,30,110,1630,44,4,38.44,83.5,-2,43.5,47.5,,,0
34:55.4,30,110,1630,44,4,38.44,83.5,-2,43.5,47.5,,,0
34:55.5,30,110,1630,44,4,38.44,83.5,-2,56.9,47.5,,,0
34:55.5,30,110,1630,44,4,38.44,83.5,-2,56.9,57.6,,,0
34:55.6,30,110,1630,44,4,38.44,83.5,-2,56.9,57.6,,,0
34:55.7,30,175,1630,44,4,38.44,83.5,-2,56.9,57.6,,,0
34:55.8,30,175,1784,44,4,38.44,83.5,-2,56.9,57.6,,,0
34:55.8,30,175,1784,48,4,38.44,83.5,-2,56.9,57.6,,,0
34:55.9,30,175,1784,48,2,38.44,83.5,-2,56.9,57.6,,,0
34:56.0,30,175,1784,48,2,68.52,83.5,-2,56.9,57.6,,,0
34:56.1,30,175,1784,48,2,68.52,83.5,-2,56.9,57.6,,,0
34:56.2,30,175,1784,48,2,68.52,83.5,-2,56.9,57.6,,,0
34:56.3,30,175,1784,48,2,68.52,83.5,-2,56.1,57.6,,,0
34:56.4,30,175,1784,48,2,68.52,83.5,-2,56.1,56.9,,,0
34:56.4,30,175,1784,48,2,68.52,83.5,-2,56.1,56.9,,,0
34:56.5,30,208,1784,48,2,68.52,83.5,-2,56.1,56.9,,,0
34:56.6,30,208,2016,48,2,68.52,83.5,-2,56.1,56.9,,,0
34:56.7,30,208,2016,54,2,68.52,83.5,-2,56.1,56.9,,,0
34:56.7,30,208,2016,54,5,68.52,83.5,-2,56.1,56.9,,,0
34:56.8,30,208,2016,54,5,73.66,83.5,-2,56.1,56.9,,,0
34:56.9,30,208,2016,54,5,73.66,83.5,-2,56.1,56.9,,,0
34:57.0,30,208,2016,54,5,73.66,83.5,-2,56.1,56.9,,,0
34:57.0,30,208,2016,54,5,73.66,83.5,-2,18,56.9,,,0
34:57.1,30,208,2016,54,5,73.66,83.5,-2,18,14.5,,,0
34:57.2,30,208,2016,54,5,73.66,83.5,-2,18,14.5,,,0
34:57.3,30,124,2016,54,5,73.66,83.5,-2,18,14.5,,,0
34:57.3,30,124,1657,54,5,73.66,83.5,-2,18,14.5,,,0
34:57.4,30,124,1657,56,5,73.66,83.5,-2,18,14.5,,,0
34:57.5,30,124,1657,56,5,73.66,83.5,-2,18,14.5,,,0
34:57.6,30,124,1657,56,5,26.36,83.5,-2,18,14.5,,,0
34:57.6,30,124,1657,56,5,26.36,31,-2,18,14.5,,,0
34:57.7,30,124,1657,56,5,26.36,31,-2,18,14.5,,,0
34:57.8,30,124,1657,56,5,26.36,31,-2,44.3,14.5,,,0
34:57.9,30,124,1657,56,5,26.36,31,-2,44.3,48.2,,,0
